title,studio,foreign_gross,year,original_language,popularity,release_date,vote_count,production_budget,domestic_gross,worldwide_gross,vote_average,start_year,runtime_minutes,genres,averagerating,numvotes,profit,profit_margin,release_month,release_month_name,release_quarter
downsizing,Par.,30600000.0,2017,en,10.682,2017-12-22,1887,68000000.0,24449754.0,54462971.0,5.1,2017,135.0,"Drama,Sci-Fi",5.7,74815,-13537029.0,-0.19907395588235294,12,December,4
i tonya,Neon,23900000.0,2017,en,15.407,2017-12-08,2904,11000000.0,30014534.0,53797409.0,7.5,2017,120.0,"Biography,Comedy,Drama",7.5,141668,42797409.0,3.8906735454545456,12,December,4
logan lucky,BST,20700000.0,2017,en,15.743,2017-08-18,1627,29000000.0,27778642.0,44264271.0,6.7,2017,118.0,"Comedy,Crime,Drama",7.0,105966,15264271.0,0.5263541724137931,8,August,3
rough night,Sony,25200000.0,2017,en,14.338,2017-06-16,1096,20000000.0,22105643.0,46844357.0,5.6,2017,101.0,"Comedy,Crime,Thriller",5.2,39447,26844357.0,1.34221785,6,June,2
mother,Par.,26700000.0,2017,en,0.876,2013-02-05,1,30000000.0,17800004.0,42531076.0,7.0,2012,64.0,"Documentary,Drama,Fantasy",7.8,9,12531076.0,0.41770253333333335,2,February,1
mother,Par.,26700000.0,2017,en,0.876,2013-02-05,1,30000000.0,17800004.0,42531076.0,7.0,2014,83.0,Horror,3.6,14,12531076.0,0.41770253333333335,2,February,1
mother,Par.,26700000.0,2017,en,0.876,2013-02-05,1,30000000.0,17800004.0,42531076.0,7.0,2017,121.0,"Drama,Horror,Mystery",6.6,156813,12531076.0,0.41770253333333335,2,February,1
mother,Par.,26700000.0,2017,en,0.876,2013-02-05,1,30000000.0,17800004.0,42531076.0,7.0,2016,95.0,Drama,7.3,47,12531076.0,0.41770253333333335,2,February,1
mother,Par.,26700000.0,2017,en,0.876,2013-02-05,1,30000000.0,17800004.0,42531076.0,7.0,2016,89.0,"Drama,Thriller",6.4,234,12531076.0,0.41770253333333335,2,February,1
the snowman,Uni.,36400000.0,2017,en,14.581,2017-10-20,1225,35000000.0,6670765.0,43226146.0,5.1,2017,119.0,"Crime,Drama,Mystery",5.1,47890,8226146.0,0.23503274285714285,10,October,4
gifted,FoxS,18200000.0,2017,en,16.745,2017-04-12,2035,7000000.0,24801212.0,36964656.0,7.9,2014,103.0,"Crime,Drama,Thriller",5.6,107,29964656.0,4.280665142857143,4,April,2
gifted,FoxS,18200000.0,2017,en,16.745,2017-04-12,2035,7000000.0,24801212.0,36964656.0,7.9,2017,101.0,Drama,7.6,82426,29964656.0,4.280665142857143,4,April,2
t2 trainspotting,TriS,39300000.0,2017,en,11.001,2017-03-17,1741,18000000.0,2402004.0,42091262.0,7.0,2017,117.0,Drama,7.2,97010,24091262.0,1.3384034444444444,3,March,1
fist fight,WB (NL),8900000.0,2017,en,9.808,2017-02-17,708,25000000.0,32187017.0,40286416.0,6.0,2017,91.0,Comedy,5.6,35136,15286416.0,0.61145664,2,February,1
diary of a wimpy kid the long haul,Fox,19400000.0,2017,en,10.839,2017-05-19,193,22000000.0,20738724.0,35609577.0,5.6,2017,91.0,"Comedy,Family",4.4,5635,13609577.0,0.6186171363636364,5,May,2
the house,WB (NL),8600000.0,2017,en,9.62,2017-06-30,474,40000000.0,25584504.0,31192425.0,5.7,2011,109.0,"Drama,Mystery,Thriller",4.6,50,-8807575.0,-0.220189375,6,June,2
the house,WB (NL),8600000.0,2017,en,9.62,2017-06-30,474,40000000.0,25584504.0,31192425.0,5.7,2011,72.0,Animation,7.3,58,-8807575.0,-0.220189375,6,June,2
the house,WB (NL),8600000.0,2017,en,9.62,2017-06-30,474,40000000.0,25584504.0,31192425.0,5.7,2016,90.0,Thriller,4.5,476,-8807575.0,-0.220189375,6,June,2
the house,WB (NL),8600000.0,2017,en,9.62,2017-06-30,474,40000000.0,25584504.0,31192425.0,5.7,2017,88.0,"Comedy,Crime",5.6,33365,-8807575.0,-0.220189375,6,June,2
the disaster artist,A24,8700000.0,2017,en,13.27,2017-12-01,1895,10000000.0,21120616.0,28717667.0,7.2,2017,104.0,"Biography,Comedy,Drama",7.4,111737,18717667.0,1.8717667,12,December,4
chips,WB,8199999.0,2017,en,13.744,2017-03-24,657,25000000.0,18600152.0,23190292.0,6.0,2017,100.0,"Action,Comedy,Crime",6.0,37029,-1809708.0,-0.07238832,3,March,1
chips,WB,8199999.0,2017,en,13.744,2017-03-24,657,25000000.0,18600152.0,23190292.0,6.0,2012,68.0,Comedy,6.8,145,-1809708.0,-0.07238832,3,March,1
the bye bye man,STX,4300000.0,2017,en,9.847,2017-01-13,678,7400000.0,22395806.0,31187727.0,5.1,2017,96.0,"Drama,Fantasy,Horror",4.3,17743,23787727.0,3.214557702702703,1,January,1
only the brave,Sony,7400000.0,2017,en,14.163,2017-10-20,603,38000000.0,18340051.0,24555177.0,7.0,2017,134.0,"Action,Biography,Drama",7.7,45482,-13444823.0,-0.3538111315789474,10,October,4
father figures,WB,8100000.0,2017,en,12.45,2017-12-22,277,25000000.0,17501244.0,21038441.0,5.8,2017,113.0,"Adventure,Comedy,Drama",5.5,14373,-3961559.0,-0.15846236,12,December,4
father figures,WB,8100000.0,2017,en,12.45,2017-12-22,277,25000000.0,17501244.0,21038441.0,5.8,2013,58.0,Documentary,6.8,102,-3961559.0,-0.15846236,12,December,4
the founder,Wein.,11300000.0,2017,en,12.349,2017-01-20,2093,15000000.0,12786053.0,24403192.0,7.0,2012,108.0,"Comedy,Sci-Fi",5.9,33,9403192.0,0.6268794666666667,1,January,1
the founder,Wein.,11300000.0,2017,en,12.349,2017-01-20,2093,15000000.0,12786053.0,24403192.0,7.0,2016,115.0,"Biography,Drama,History",7.2,97841,9403192.0,0.6268794666666667,1,January,1
it comes at night,A24,5300000.0,2017,en,12.337,2017-06-09,1141,5000000.0,13985117.0,19720203.0,5.8,2017,91.0,"Horror,Mystery",6.2,69039,14720203.0,2.9440406,6,June,2
the lost city of z,BST,10700000.0,2017,en,11.048,2017-04-21,1397,30000000.0,8574339.0,17121823.0,6.2,2016,141.0,"Adventure,Biography,Drama",6.6,66475,-12878177.0,-0.4292725666666667,4,April,2
the space between us,STX,6900000.0,2017,en,14.437,2017-02-03,1455,30000000.0,7885294.0,16481405.0,7.1,2017,120.0,"Adventure,Drama,Romance",6.4,41031,-13518595.0,-0.45061983333333333,2,February,1
roman j israel esq,Sony,1100000.0,2017,en,12.688,2017-11-17,499,22000000.0,11962712.0,12967012.0,6.2,2017,122.0,"Crime,Drama,Thriller",6.4,23632,-9032988.0,-0.41059036363636364,11,November,4
stronger,RAtt.,4200000.0,2017,en,7.836,2017-09-22,782,30000000.0,4211129.0,8786752.0,7.0,2017,119.0,"Biography,Drama",7.0,33464,-21213248.0,-0.7071082666666667,9,September,3
stronger,RAtt.,4200000.0,2017,en,7.836,2017-09-22,782,30000000.0,4211129.0,8786752.0,7.0,2017,125.0,Drama,6.8,22,-21213248.0,-0.7071082666666667,9,September,3
stronger,RAtt.,4200000.0,2017,en,7.836,2017-09-22,782,30000000.0,4211129.0,8786752.0,7.0,2016,47.0,"Action,Sport",8.4,8,-21213248.0,-0.7071082666666667,9,September,3
tulip fever,Wein.,5900000.0,2017,en,9.89,2017-08-25,307,25000000.0,2455635.0,6792768.0,6.4,2017,105.0,"Drama,History,Romance",6.2,15037,-18207232.0,-0.72828928,8,August,3
just getting started,BG,1600000.0,2017,en,8.459,2017-12-08,94,22000000.0,6069605.0,6756412.0,4.9,2017,91.0,"Action,Comedy",4.4,4829,-15243588.0,-0.6928903636363636,12,December,4
all saints,Affirm,140000.0,2017,en,4.042,2017-08-25,25,2000000.0,5802208.0,5941994.0,6.1,2017,108.0,Drama,6.0,1220,3941994.0,1.970997,8,August,3
table 19,FoxS,1400000.0,2017,en,7.551,2017-03-03,604,5000000.0,3614896.0,4620399.0,6.0,2017,87.0,"Comedy,Drama,Romance",5.8,22751,-379601.0,-0.0759202,3,March,1
collide,ORF,2500000.0,2017,en,9.035,2017-02-24,331,29200000.0,2280004.0,5466698.0,5.6,2016,99.0,"Action,Crime,Thriller",5.7,13288,-23733302.0,-0.8127843150684931,2,February,1
the wall,RAtt.,2700000.0,2017,de,5.577,2013-06-07,61,3000000.0,1803064.0,4495262.0,6.7,2010,78.0,Documentary,9.2,8,1495262.0,0.4984206666666667,6,June,2
the wall,RAtt.,2700000.0,2017,de,5.577,2013-06-07,61,3000000.0,1803064.0,4495262.0,6.7,2012,108.0,"Drama,Fantasy,Mystery",6.8,5484,1495262.0,0.4984206666666667,6,June,2
the wall,RAtt.,2700000.0,2017,de,5.577,2013-06-07,61,3000000.0,1803064.0,4495262.0,6.7,2017,88.0,"Action,Drama,Thriller",6.2,20391,1495262.0,0.4984206666666667,6,June,2
the wall,RAtt.,2700000.0,2017,de,5.577,2013-06-07,61,3000000.0,1803064.0,4495262.0,6.7,2016,73.0,Drama,6.7,12,1495262.0,0.4984206666666667,6,June,2
patti cake,FoxS,682000.0,2017,en,6.934,2017-08-18,122,1000000.0,800148.0,1471090.0,7.0,2017,109.0,"Drama,Music",6.7,8581,471090.0,0.47109,8,August,3
city of ghosts,IFC,100000.0,2017,en,4.341,2017-07-14,24,17500000.0,325491.0,325491.0,7.1,2017,92.0,"Documentary,War",7.4,2925,-17174509.0,-0.9814005142857143,7,July,3
avengers infinity war,BV,13695.0,2018,en,80.773,2018-04-27,13948,300000000.0,678815482.0,2048134200.0,8.3,2018,149.0,"Action,Adventure,Sci-Fi",8.5,670926,1748134200.0,5.827114,4,April,2
black panther,BV,646900000.0,2018,en,2.058,2011-01-18,11,200000000.0,700059566.0,1348258224.0,5.1,2018,134.0,"Action,Adventure,Sci-Fi",7.3,516148,1148258224.0,5.74129112,1,January,1
jurassic world fallen kingdom,Uni.,891800000.0,2018,en,34.958,2018-06-22,5995,170000000.0,417719760.0,1305772799.0,6.5,2018,128.0,"Action,Adventure,Sci-Fi",6.2,219125,1135772799.0,6.681016464705882,6,June,2
incredibles 2,BV,634200000.0,2018,en,36.286,2018-06-15,6354,200000000.0,608581744.0,1242520711.0,7.6,2018,118.0,"Action,Adventure,Animation",7.7,203510,1042520711.0,5.212603555,6,June,2
aquaman,WB,812700000.0,2018,en,38.102,2018-12-21,6155,160000000.0,335061807.0,1146894640.0,6.8,2018,143.0,"Action,Adventure,Fantasy",7.1,263328,986894640.0,6.1680915,12,December,4
bohemian rhapsody,Fox,687200000.0,2018,en,37.197,2018-11-02,7629,55000000.0,216303339.0,894985342.0,8.1,2018,134.0,"Biography,Drama,Music",8.0,345466,839985342.0,15.272460763636364,11,November,4
deadpool 2,Fox,460500000.0,2018,en,38.894,2018-05-10,8773,110000000.0,324591735.0,786680557.0,7.5,2018,119.0,"Action,Adventure,Comedy",7.8,391735,676680557.0,6.151641427272727,5,May,2
fantastic beasts the crimes of grindelwald,WB,494100000.0,2018,en,48.508,2018-11-16,4870,200000000.0,159555901.0,652220086.0,6.9,2018,134.0,"Adventure,Family,Fantasy",6.6,163151,452220086.0,2.26110043,11,November,4
antman and the wasp,BV,406000000.0,2018,en,44.729,2018-07-06,6290,130000000.0,216648740.0,623144660.0,7.0,2018,118.0,"Action,Adventure,Comedy",7.1,244024,493144660.0,3.7934204615384615,7,July,3
ready player one,WB,445200000.0,2018,en,30.029,2018-03-29,7021,150000000.0,137690172.0,579290136.0,7.6,2018,140.0,"Action,Adventure,Sci-Fi",7.5,301660,429290136.0,2.86193424,3,March,1
the meg,WB,384800000.0,2018,en,31.397,2018-08-10,2896,178000000.0,145443742.0,529530715.0,5.9,2018,113.0,"Action,Horror,Sci-Fi",5.7,114042,351530715.0,1.9748916573033708,8,August,3
ralph breaks the internet,BV,328100000.0,2018,en,48.057,2018-11-21,2626,175000000.0,201091711.0,524283695.0,7.2,2018,112.0,"Adventure,Animation,Comedy",7.1,85694,349283695.0,1.9959068285714285,11,November,4
hotel transylvania 3 summer vacation,Sony,361100000.0,2018,en,26.815,2018-06-30,1673,65000000.0,167500092.0,527079962.0,6.8,2018,97.0,"Adventure,Animation,Comedy",6.3,42299,462079962.0,7.108922492307692,6,June,2
bumblebee,Par.,340800000.0,2018,en,43.078,2018-12-21,2425,102000000.0,127195589.0,465195589.0,6.5,2018,114.0,"Action,Adventure,Sci-Fi",6.9,94155,363195589.0,3.560741068627451,12,December,4
solo a star wars story,BV,179200000.0,2018,en,29.502,2018-05-25,3838,275000000.0,213767512.0,393151347.0,6.6,2018,135.0,"Action,Adventure,Fantasy",7.0,226243,118151347.0,0.4296412618181818,5,May,2
fifty shades freed,Uni.,271500000.0,2018,en,22.512,2018-02-09,3535,55000000.0,100407760.0,371350619.0,6.1,2018,105.0,"Drama,Romance,Thriller",4.5,43893,316350619.0,5.751829436363637,2,February,1
peter rabbit,Sony,236000000.0,2018,en,15.974,2018-02-09,650,50000000.0,115234093.0,347136477.0,6.5,2018,95.0,"Adventure,Animation,Comedy",6.6,27908,297136477.0,5.94272954,2,February,1
mary poppins returns,BV,177600000.0,2018,en,30.419,2018-12-19,1457,130000000.0,171958438.0,341528518.0,6.6,2018,130.0,"Comedy,Family,Fantasy",6.9,52103,211528518.0,1.6271424461538462,12,December,4
a quiet place,Par.,152900000.0,2018,en,29.154,2018-04-06,5848,17000000.0,188024361.0,334522294.0,7.3,2016,80.0,Documentary,6.6,18,317522294.0,18.677782,4,April,2
a quiet place,Par.,152900000.0,2018,en,29.154,2018-04-06,5848,17000000.0,188024361.0,334522294.0,7.3,2018,90.0,"Drama,Horror,Sci-Fi",7.6,305031,317522294.0,18.677782,4,April,2
green book,Uni.,234700000.0,2018,en,36.284,2018-11-16,3499,23000000.0,85080171.0,322034439.0,8.3,2018,130.0,"Biography,Comedy,Drama",8.3,204972,299034439.0,13.001497347826087,11,November,4
skyscraper,Uni.,236400000.0,2018,en,26.229,2018-07-13,2177,125000000.0,68420120.0,304115534.0,6.1,2018,102.0,"Action,Adventure,Thriller",5.8,81193,179115534.0,1.432924272,7,July,3
pacific rim uprising,Uni.,231100000.0,2018,en,30.019,2018-03-23,2213,155000000.0,59874525.0,290930148.0,5.9,2018,111.0,"Action,Adventure,Sci-Fi",5.6,89462,135930148.0,0.8769686967741935,3,March,1
tomb raider,WB,216400000.0,2018,en,24.968,2018-03-16,4310,90000000.0,58250803.0,273477501.0,6.3,2018,119.0,"Action,Adventure,Fantasy",6.3,163560,183477501.0,2.0386389,3,March,1
crazy rich asians,WB,64000000.0,2018,en,17.969,2018-08-15,1496,30000000.0,174532921.0,238099711.0,7.1,2018,120.0,"Comedy,Romance",7.0,96617,208099711.0,6.936657033333334,8,August,3
smallfoot,WB,130900000.0,2018,en,26.231,2018-09-28,600,80000000.0,83240103.0,213691277.0,6.6,2018,96.0,"Adventure,Animation,Comedy",6.7,23295,133691277.0,1.6711409625,9,September,3
creed ii,MGM,98300000.0,2018,en,26.907,2018-11-21,2236,50000000.0,115715889.0,213591522.0,6.7,2018,130.0,"Drama,Sport",7.2,72503,163591522.0,3.27183044,11,November,4
the equalizer 2,Sony,88300000.0,2018,en,22.961,2018-07-20,2089,77000000.0,102084362.0,190453132.0,6.4,2018,121.0,"Action,Crime,Thriller",6.7,97963,113453132.0,1.4734172987012988,7,July,3
the nutcracker and the four realms,BV,119100000.0,2018,en,26.235,2018-11-02,909,132900000.0,54858851.0,170293899.0,6.0,2018,99.0,"Adventure,Family,Fantasy",5.5,18734,37393899.0,0.281368690744921,11,November,4
the mule,WB,68700000.0,2018,en,6.161,2014-03-10,77,50000000.0,103804407.0,170857676.0,6.4,2013,100.0,"Comedy,Drama",6.2,653,120857676.0,2.41715352,3,March,1
the mule,WB,68700000.0,2018,en,6.161,2014-03-10,77,50000000.0,103804407.0,170857676.0,6.4,2014,103.0,"Comedy,Crime,Drama",6.3,5788,120857676.0,2.41715352,3,March,1
the mule,WB,68700000.0,2018,en,6.161,2014-03-10,77,50000000.0,103804407.0,170857676.0,6.4,2018,116.0,"Crime,Drama,Thriller",7.1,58955,120857676.0,2.41715352,3,March,1
insidious the last key,Uni.,100100000.0,2018,en,16.017,2018-01-05,1306,10000000.0,67745330.0,167885588.0,6.1,2018,103.0,"Horror,Mystery,Thriller",5.7,42154,157885588.0,15.7885588,1,January,1
red sparrow,Fox,104700000.0,2018,en,18.117,2018-03-02,3406,69000000.0,46874505.0,145951861.0,6.5,2018,140.0,"Action,Drama,Thriller",6.6,136738,76951861.0,1.1152443623188406,3,March,1
the first purge,Uni.,67500000.0,2018,en,28.44,2018-07-04,1846,13000000.0,69488745.0,136617305.0,5.8,2018,98.0,"Action,Horror,Sci-Fi",5.1,41741,123617305.0,9.509023461538462,7,July,3
a wrinkle in time,BV,32200000.0,2018,en,12.529,2018-03-09,1073,103000000.0,100478608.0,133401882.0,5.0,2018,109.0,"Adventure,Family,Fantasy",4.2,34888,30401882.0,0.29516390291262135,3,March,1
the house with a clock in its walls,Uni.,62900000.0,2018,en,21.805,2018-09-21,933,40000000.0,68549695.0,126331750.0,6.2,2018,105.0,"Comedy,Fantasy,Horror",6.0,32995,86331750.0,2.15829375,9,September,3
instant family,Par.,53200000.0,2018,en,22.634,2018-11-16,782,48000000.0,67363237.0,119736188.0,7.6,2018,118.0,"Comedy,Drama",7.4,46728,71736188.0,1.4945039166666667,11,November,4
the commuter,LGF,83600000.0,2018,en,20.063,2018-01-12,2394,40000000.0,36343858.0,101985431.0,6.2,2018,105.0,"Action,Mystery,Thriller",6.3,83114,61985431.0,1.549635775,1,January,1
game night,WB (NL),48500000.0,2018,en,19.459,2018-02-23,2756,37000000.0,69179066.0,117378084.0,6.9,2018,100.0,"Action,Comedy,Crime",7.0,163279,80378084.0,2.1723806486486485,2,February,1
first man,Uni.,60800000.0,2018,en,22.958,2018-10-12,2304,60000000.0,44936545.0,105203825.0,7.1,2018,141.0,"Biography,Drama,History",7.4,120009,45203825.0,0.7533970833333333,10,October,4
first man,Uni.,60800000.0,2018,en,22.958,2018-10-12,2304,60000000.0,44936545.0,105203825.0,7.1,2017,92.0,Documentary,6.6,186,45203825.0,0.7533970833333333,10,October,4
alpha,Studio 8,62300000.0,2018,el,0.84,2015-01-25,1,51000000.0,35851379.0,99624873.0,7.0,2013,116.0,Crime,5.5,102,48624873.0,0.9534288823529412,1,January,1
alpha,Studio 8,62300000.0,2018,el,0.84,2015-01-25,1,51000000.0,35851379.0,99624873.0,7.0,2015,80.0,"Drama,Horror,Mystery",7.7,37,48624873.0,0.9534288823529412,1,January,1
alpha,Studio 8,62300000.0,2018,el,0.84,2015-01-25,1,51000000.0,35851379.0,99624873.0,7.0,2018,96.0,"Adventure,Drama,Family",6.7,41882,48624873.0,0.9534288823529412,1,January,1
a simple favor,LGF,44100000.0,2018,en,21.121,2018-09-14,1756,20000000.0,53548586.0,97628717.0,6.6,2018,117.0,"Comedy,Crime,Drama",6.9,83338,77628717.0,3.88143585,9,September,3
the favourite,FoxS,61600000.0,2018,en,28.651,2018-11-23,2096,15000000.0,34366783.0,94113929.0,7.7,2018,119.0,"Biography,Drama,History",7.6,116011,79113929.0,5.274261933333333,11,November,4
truth or dare,Uni.,53900000.0,2018,en,8.102,2012-08-06,194,3500000.0,41411015.0,95127344.0,5.6,2013,85.0,"Horror,Romance,Thriller",6.0,14,91627344.0,26.179241142857144,8,August,3
truth or dare,Uni.,53900000.0,2018,en,8.102,2012-08-06,194,3500000.0,41411015.0,95127344.0,5.6,2012,100.0,"Comedy,Romance",5.0,10,91627344.0,26.179241142857144,8,August,3
truth or dare,Uni.,53900000.0,2018,en,8.102,2012-08-06,194,3500000.0,41411015.0,95127344.0,5.6,2013,84.0,"Horror,Thriller",4.8,554,91627344.0,26.179241142857144,8,August,3
truth or dare,Uni.,53900000.0,2018,en,8.102,2012-08-06,194,3500000.0,41411015.0,95127344.0,5.6,2016,90.0,"Drama,Romance",6.8,12,91627344.0,26.179241142857144,8,August,3
truth or dare,Uni.,53900000.0,2018,en,8.102,2012-08-06,194,3500000.0,41411015.0,95127344.0,5.6,2018,100.0,"Horror,Thriller",5.2,33621,91627344.0,26.179241142857144,8,August,3
i feel pretty,STX,45700000.0,2018,en,16.298,2018-04-20,1088,32000000.0,48795601.0,91553797.0,6.4,2018,110.0,"Comedy,Romance",5.4,39936,59553797.0,1.86105615625,4,April,2
blockers,Uni.,33700000.0,2018,en,21.841,2018-04-06,969,21000000.0,60311495.0,94045328.0,6.1,2018,102.0,Comedy,6.2,57142,73045328.0,3.4783489523809523,4,April,2
goosebumps 2 haunted halloween,Sony,46600000.0,2018,en,20.238,2018-10-12,428,35000000.0,46697321.0,93291478.0,5.6,2018,90.0,"Adventure,Comedy,Family",5.6,11459,58291478.0,1.6654708,10,October,4
blackkklansman,Focus,44000000.0,2018,en,25.101,2018-07-30,3138,15000000.0,49275340.0,93017335.0,7.6,2018,135.0,"Biography,Crime,Drama",7.5,149005,78017335.0,5.201155666666667,7,July,3
sherlock gnomes,Par.,47100000.0,2018,en,12.987,2018-03-23,343,59000000.0,43242871.0,87527651.0,5.4,2018,86.0,"Adventure,Animation,Comedy",5.1,8030,28527651.0,0.48351950847457625,3,March,1
mortal engines,Uni.,67700000.0,2018,en,40.095,2018-12-14,1751,100000000.0,15951040.0,85287417.0,6.0,2018,128.0,"Action,Adventure,Fantasy",6.1,70193,-14712583.0,-0.14712583,12,December,4
den of thieves,STX,35600000.0,2018,en,22.738,2018-01-19,1244,30000000.0,44947622.0,80131391.0,6.6,2018,140.0,"Action,Crime,Drama",7.0,69648,50131391.0,1.6710463666666666,1,January,1
hereditary,A24,35300000.0,2018,en,26.185,2018-06-08,2491,10000000.0,44069456.0,70133905.0,7.0,2018,127.0,"Drama,Horror,Mystery",7.3,151571,60133905.0,6.0133905,6,June,2
tag,WB (NL),23400000.0,2018,en,1.4,2015-05-04,1,28000000.0,54730625.0,77026186.0,4.0,2015,91.0,Drama,4.6,158,49026186.0,1.7509352142857142,5,May,2
tag,WB (NL),23400000.0,2018,en,1.4,2015-05-04,1,28000000.0,54730625.0,77026186.0,4.0,2018,100.0,Comedy,6.5,85186,49026186.0,1.7509352142857142,5,May,2
tag,WB (NL),23400000.0,2018,en,1.4,2015-05-04,1,28000000.0,54730625.0,77026186.0,4.0,2015,85.0,"Action,Fantasy,Horror",6.1,4331,49026186.0,1.7509352142857142,5,May,2
vice,Annapurna,28200000.0,2018,en,14.641,2015-01-16,312,60000000.0,47836282.0,70883171.0,4.3,2015,96.0,"Action,Adventure,Sci-Fi",4.2,14436,10883171.0,0.18138618333333334,1,January,1
vice,Annapurna,28200000.0,2018,en,14.641,2015-01-16,312,60000000.0,47836282.0,70883171.0,4.3,2018,132.0,"Biography,Comedy,Drama",7.2,72855,10883171.0,0.18138618333333334,1,January,1
widows,Fox,33600000.0,2018,en,20.628,2018-11-16,941,40000000.0,42402632.0,73866088.0,6.5,2011,100.0,"Comedy,Drama",6.3,484,33866088.0,0.8466522,11,November,4
widows,Fox,33600000.0,2018,en,20.628,2018-11-16,941,40000000.0,42402632.0,73866088.0,6.5,2018,129.0,"Crime,Drama,Thriller",7.0,61615,33866088.0,0.8466522,11,November,4
sicario day of the soldado,Sony,25800000.0,2018,en,29.725,2018-06-29,1317,35000000.0,50065850.0,75885196.0,6.7,2018,122.0,"Action,Crime,Drama",7.1,95650,40885196.0,1.168148457142857,6,June,2
second act,STX,33000000.0,2018,en,16.322,2018-12-21,361,15700000.0,39282227.0,63288854.0,6.2,2018,103.0,"Comedy,Drama,Romance",5.8,13109,47588854.0,3.0311371974522294,12,December,4
12 strong,WB,21600000.0,2018,en,13.183,2018-01-19,1312,35000000.0,45819713.0,71118378.0,5.6,2018,130.0,"Action,Drama,History",6.6,50155,36118378.0,1.0319536571428571,1,January,1
love simon,Fox,25500000.0,2018,en,15.608,2018-03-16,3165,10000000.0,40826341.0,65520633.0,8.2,2018,110.0,"Comedy,Drama,Romance",7.6,81575,55520633.0,5.5520633,3,March,1
